serial_no,facility_name,provider_type,state,lga,city,address,phone,email,accreditation_hint,latitude,longitude,geocode_status,source_url,extracted_at,source_code
nhia_hcp_1311,Ota Specialist Hospital Ltd,hospital,Ogun,,,"67 Idiroko Road, Ota",,,NHIA directory code OG/0082/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0082/P
nhia_hcp_1312,Peace Han Clinic & Maternity Home,clinic,Ogun,,,Oun state,,,NHIA directory code OG/0229/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0229/P
nhia_hcp_1313,PROMISE MEDICAL CENTRE LTD- OG/,clinic,Ogun,,,,,,NHIA directory code OG/0274/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0274/P
nhia_hcp_1314,Queen's Hospital,hospital,Ogun,,,"Poly Exp Road, Ilaro",,,NHIA directory code OG/0191/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0191/P
nhia_hcp_1315,Redemption Hospital,hospital,Ogun,,,"3, Redemption Ave. off Merger Thomson, Sabo Sagamu, OGUN STATE.",,,NHIA directory code OG/0178/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0178/P
nhia_hcp_1316,Rophe Medical Centre,clinic,Ogun,,,"23, Anambra Crescent, Agbara Estate, Ogun State",,,NHIA directory code OG/0034/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0034/P
nhia_hcp_1317,Rubee Medical Centre Ltd,clinic,Ogun,,,"Km 38 Abeokuta Motor Road, Sango, Ota",,,NHIA directory code OG/0076/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0076/P
nhia_hcp_1318,Sacred Heart Hospital,hospital,Ogun,,,"P.O.BOX 816, Lantoro Abeokuta, Ogun State",,,NHIA directory code OG/0116/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0116/P
nhia_hcp_1319,Shaje Hospital,hospital,Ogun,,,"OOUTH Annex, Quarry Road, Shaje, Oke Saje, Abeokuta Ogunstate",,,NHIA directory code OG/0166/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0166/P
nhia_hcp_1320,State Hospital Abeokuta,hospital,Ogun,,,"sokenu road, ijaye Abeokuta, Ogun State.",,,NHIA directory code OG/0027/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0027/P
nhia_hcp_1321,"State Hospital Ota, Ogun State",hospital,Ogun,,,"Km 4 sango-Idiroko road,onipanu,ota ogun state.",,,NHIA directory code OG/0209/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0209/P
nhia_hcp_1322,"State Hospital, Ijebu-Ode",hospital,Ogun,,,Ijebu-Ode,,,NHIA directory code OG/0026/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0026/P
nhia_hcp_1323,Tobiloba Clinic & Maternity,clinic,Ogun,,,Kuforiji-olubi Adigbe,,,NHIA directory code OG/0048/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0048/P
nhia_hcp_1324,Twins Specialist Clinic,clinic,Ogun,,,"2nd Gate GRA Ota,",,,NHIA directory code OG/0055/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0055/P
nhia_hcp_1325,"University of Agric. Health Centre , Abeokuta",clinic,Ogun,,,"Abeokuta, Ogun State",,,NHIA directory code OG/0105/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OG/0105/P
nhia_hcp_1326,Abitoye Hospital,hospital,Ondo,,,"101, Ijoka Road, Akure",,,NHIA directory code OD/0010/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0010/P
nhia_hcp_1327,Ade-Tade Hospital,hospital,Ondo,,,"5-7 Ade-Tade Str. Illesa Garrage, P.O.Box 3200, Akure",,,NHIA directory code OD/0008/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0008/P
nhia_hcp_1328,ARIF MEDICAL CENTER,clinic,Ondo,,,BEHIND SABO MAIN MARKET ORE,,,NHIA directory code OD/0082/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0082/P
nhia_hcp_1329,CHRISTBAY CONSULTANTS HOSPITAL,hospital,Ondo,,,ONDO STATE,,,NHIA directory code OD/0160/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0160/P
nhia_hcp_1330,Federal Medical Centre - Owo,clinic,Ondo,,,"Michael Adekunle Ajasin Road, P.M.B 1053, Owo Ondo State.",,,NHIA directory code OD/0018/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0018/P
nhia_hcp_1331,FEDERAL MEDICAL CENTRE OWO AKU,clinic,Ondo,,,"Adekunle Ajasin Road, Owo, Ondo State, Nigeria",,,NHIA directory code OD/0380/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0380/P
nhia_hcp_1332,Federal University of Technology Health Centre,clinic,Ondo,,,"Akure, Ondo State",,,NHIA directory code OD/0076/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0076/P
nhia_hcp_1333,First Mercy Specialist Hospital,hospital,Ondo,,,"19c Gbogi street, off Osa Adesida Road, Akure",,,NHIA directory code OD/0053/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0053/P
nhia_hcp_1334,Fujah Specialist Hospital,hospital,Ondo,,,"22, Ayetutu Street, Opp. Isinkan Market, Akure,",,,NHIA directory code OD/0064/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0064/P
nhia_hcp_1335,GENERAL HOSPITAL ORE,hospital,Ondo,,,"Ore 1, Odigbo Local Government, Ondo State",,,NHIA directory code OD/0381/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0381/P
nhia_hcp_1336,Hopeland Specialist Medical Center,clinic,Ondo,,,"11, Arikawe Street, Akure,",,,NHIA directory code OD/0122/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0122/P
nhia_hcp_1337,INLAND MEDICAL CENTER,clinic,Ondo,,,"2, OLANIPEKUN LANE,BEHIND GEN. HOSPITAL, IKARE-AKOKO",,,NHIA directory code OD/0086/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0086/P
nhia_hcp_1338,J & E Fatunla Hospital,hospital,Ondo,,,"11/13 Arisoyin layout Oke Arotitun (By IBIPRESS), Akure, P.O.Box 998, Akure, Ondo State.",,,NHIA directory code OD/0055/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0055/P
nhia_hcp_1339,Joe-Jane Medicine Centre,hospital,Ondo,,,Okejebu Rd. Akure,,,NHIA directory code OD/0009/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0009/P
nhia_hcp_1340,MIRACLE HOSPITAL,hospital,Ondo,,,"17A IWEALEWA STREET, opposite state hospital, AKURE",,,NHIA directory code OD/0078/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0078/P
nhia_hcp_1341,Miteda Specialist Hospital,hospital,Ondo,,,Akure,,,NHIA directory code OD/0156/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0156/P
nhia_hcp_1342,MOMAAK Specialist Hospital,hospital,Ondo,,,"3 Lafe Inn way, Okuta Elerinla off Ilesha Rd, Akure.",,,NHIA directory code OD/0054/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0054/P
nhia_hcp_1343,"MOTHERAND CHILD HOSPITAL, AKUR",hospital,Ondo,,,"Oke -Aro, Akure, Ondo state",,,NHIA directory code OD/0397/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0397/P
nhia_hcp_1344,New Day Clinic & Maternity,clinic,Ondo,,,Ondo state,,,NHIA directory code OD/0147/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0147/P
nhia_hcp_1345,Oludare Hospital,hospital,Ondo,,,"2, Oludare Fanibi Quarters, Akure,",,,NHIA directory code OD/0022/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0022/P
nhia_hcp_1346,Pima Hospital and Maternity,clinic,Ondo,,,"63, Okitipupa Road, Ore ondo State.",,,NHIA directory code OD/0158/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0158/P
nhia_hcp_1347,Police Clinic Ondo,clinic,Ondo,,,"92, Oba Adesida road (Akure Main Branch)",,,NHIA directory code OD/0145/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0145/P
nhia_hcp_1348,"Police secondary school Clinics, Ondo",hospital,Ondo,,,"Isaogbolu Akure,Ondo state.",,,NHIA directory code OD/0074/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0074/P
nhia_hcp_1349,Sckye Hospital Ltd,hospital,Ondo,,,"83 B Oba Adesida Road,Akure,",,,NHIA directory code OD/0108/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0108/P
nhia_hcp_1350,Sick bay,hospital,Ondo,,,"FOB Igbokoda, Ondo State",,,NHIA directory code OD/0050/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0050/P
nhia_hcp_1351,Sijuwade Specialist Hospital,hospital,Ondo,,,"Sijuwade Baasegun Hospital Road, P.O. Box 759, Akure.",,,NHIA directory code OD/0005/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0005/P
nhia_hcp_1352,St. David's Hospital,hospital,Ondo,,,Akure,,,NHIA directory code OD/0006/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0006/P
nhia_hcp_1353,St. John & Mary Hospital,hospital,Ondo,,,2 Adebayo Onilane Isikan Allase Akure,,,NHIA directory code OD/0007/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0007/P
nhia_hcp_1354,"State Specialist Hospital,Ikare",hospital,Ondo,,,Ikare Akoko,,,NHIA directory code OD/0001/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0001/P
nhia_hcp_1355,"State Specialist Hospital,Okitipupa",hospital,Ondo,,,"Okitipupa, Ondo State.",,,NHIA directory code OD/0015/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0015/P
nhia_hcp_1356,Terebo Omowetan Hospital,hospital,Ondo,,,"Beside Muslim Primary School Eshe street,P.O.Box 350,Ikare Akoko. magnusterebo@yahoo.com.",,,NHIA directory code OD/0002/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0002/P
nhia_hcp_1357,TIMUNITY SPECIALIST HOSPITAL AND,hospital,Ondo,,,ONDO STATE,,,NHIA directory code OD/0161/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0161/P
nhia_hcp_1358,"University of Medical Sciences Teaching Hospital, Akure",hospital,Ondo,,,Akure. Ondo State,,,NHIA directory code OD/0011/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0011/P
nhia_hcp_1359,"University of Medical Sciences Teaching Hospital,Ondo",hospital,Ondo,,,"P.M.B 506, Ondo,",,,NHIA directory code OD/0021/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0021/P
nhia_hcp_1360,VINEWAY SPECIALIST HOSPITAL AND,hospital,Ondo,,,,,,NHIA directory code OD/0405/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OD/0405/P
nhia_hcp_1361,Abake Medical Centre,clinic,Osun,,,"Odiolowo, Osogbo.",,,NHIA directory code OS/0022/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0022/P
nhia_hcp_1362,Adebare Specialist Hospital,hospital,Osun,,,Gbongan Road Osogbo,,,NHIA directory code OS/0019/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0019/P
nhia_hcp_1363,Adenle Memorial Hospital,hospital,Osun,,,Ilesha. oamh98@yahoo.com,,,NHIA directory code OS/0041/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0041/P
nhia_hcp_1364,Biket Medical Centre,clinic,Osun,,,"KM 4 New Ikirun Road, P.O.Box 804, Osogbo, Osun State, Nigeria.",,,NHIA directory code OS/0018/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0018/P
nhia_hcp_1365,Bowen University Health Centre,clinic,Osun,,,Iwo,,,NHIA directory code OS/0096/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0096/P
nhia_hcp_1366,Crystal Cross Spec. Hosp.,hospital,Osun,,,,,,NHIA directory code OS/0120/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0120/P
nhia_hcp_1367,Emmanuel Medical Centre,clinic,Osun,,,8 Deborah Oladogun Street Oshogbo,,,NHIA directory code OS/0106/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0106/P
nhia_hcp_1368,"Federal Polytechnic Medical Centre, Ede",clinic,Osun,,,"Ede North, Osun State",,,NHIA directory code OS/0059/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0059/P
nhia_hcp_1369,Ibukun Olu Hospital,hospital,Osun,,,"P.O. BOX 337, Obaagun - Ikirun Osun state",,,NHIA directory code OS/0016/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0016/P
nhia_hcp_1370,Klm Muslim Hospital,hospital,Osun,,,"Feesu Road, Iwo",,,NHIA directory code OS/0014/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0014/P
nhia_hcp_1371,Ladoke Akintola Teaching Hospital,hospital,Osun,,,P.M.B 5000 Osogbo.,,,NHIA directory code OS/0021/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0021/P
nhia_hcp_1372,Obafemi Awolowo Teaching Hospital,hospital,Osun,,,"Ilesha Road, Ile- Ife",,,NHIA directory code OS/0040/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0040/P
nhia_hcp_1373,Obafemi Awolowo University Health Centre,clinic,Osun,,,"Ile-Ife, Osun State",,,NHIA directory code OS/0050/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0050/P
nhia_hcp_1374,Okoye-Kola Hospital,hospital,Osun,,,"20, Hospital Road, Isale Agunjin Ikirun, Osun State.",,,NHIA directory code OS/0105/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0105/P
nhia_hcp_1375,Olive Medical Centre,clinic,Osun,,,Ilesha,,,NHIA directory code OS/0009/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0009/P
nhia_hcp_1376,Onward Specialist Hospital,hospital,Osun,,,"Agunbelewo Ilobu Road, Oshogbo.",,,NHIA directory code OS/0053/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0053/P
nhia_hcp_1377,Oroki Hospital,hospital,Osun,,,"27 Cementery Road, Igbona Box 1052, Oshogbo.",,,NHIA directory code OS/0037/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0037/P
nhia_hcp_1378,Osogbo Central Hospital,hospital,Osun,,,osogbo,,,NHIA directory code OS/0141/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0141/P
nhia_hcp_1379,Our Lady of Fatima Catholic Hospital (Jaleyemi),hospital,Osun,,,"ODI-OLOWO,OSOGBO",,,NHIA directory code OS/0062/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0062/P
nhia_hcp_1380,Our Lady of Lourdes Catholic Hospital & Maternity,clinic,Osun,,,"P.O. Box 66, Parde Road, Ipetumodu, Osun State",,,NHIA directory code OS/0088/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0088/P
nhia_hcp_1381,Rehoboth Ear Nose and Throat Hospital,hospital,Osun,,,Osogbo,,,NHIA directory code OS/0140/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0140/P
nhia_hcp_1382,RONBAY HOSPITAL & MAT,hospital,Osun,,,"TALAFIA IMAM STR, BEHIND FED. POLY EDE",,,NHIA directory code OS/0066/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0066/P
nhia_hcp_1383,Safe Parturition Specialist Hospital,hospital,Osun,,,OSUN,,,NHIA directory code OS/0142/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0142/P
nhia_hcp_1384,SEVENTH DAY ADVENTIST HOSPITAL,hospital,Osun,,,"LAGERE RD,ILE-IFE",,,NHIA directory code OS/0061/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0061/P
nhia_hcp_1385,Spring Specialist Hospital,hospital,Osun,,,"126, Atimowa Junction,Old Ikirun Road, Oshogbo, Osun State",,,NHIA directory code OS/0103/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0103/P
nhia_hcp_1386,"State Hospital, Ilesha",hospital,Osun,,,Ilesha,,,NHIA directory code OS/0034/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0034/P
nhia_hcp_1387,VICTORY HOSPITAL,hospital,Osun,,,"1, Olumodan Compound, Iyalode street, Off FEESU road, Iwo, Osun State",,,NHIA directory code OS/0104/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OS/0104/P
nhia_hcp_1388,2 Div Hospital,hospital,Oyo,,,"Adekunle Fajuyi Cantonment, Ibadan",,,NHIA directory code OY/0165/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0165/P
nhia_hcp_1389,Adeoye Memorial Specialist Hospital,hospital,Oyo,,,"Nw/ 4/185 George Street, Ibadan",,,NHIA directory code OY/0009/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0009/P
nhia_hcp_1390,Adeoyo Maternity Hospital,clinic,Oyo,,,"Yemetu Road, Ibadan.",,,NHIA directory code OY/0175/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0175/P
nhia_hcp_1391,Agugu Central Hospital,hospital,Oyo,,,"12, Agugu Oluyoro road, Ibadan, Oyo state",,,NHIA directory code OY/0493/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0493/P
nhia_hcp_1392,Alafia Hospital,hospital,Oyo,,,"72, Adekunle Fajayi road, Adamasingba, Ibadan.",,,NHIA directory code OY/0044/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0044/P
nhia_hcp_1393,Alawaye Hospital & Nursing Home Ltd,hospital,Oyo,,,"7, Alawaye Hospital Road, Iwo Road, Ibadan",,,NHIA directory code OY/0258/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0258/P
nhia_hcp_1394,Al-Hayu Hospital,hospital,Oyo,,,"Saw-Mill Ife Road, Ibadan",,,NHIA directory code OY/0068/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0068/P
nhia_hcp_1395,Anu Oluwa Specialist Hospital,hospital,Oyo,,,"No. 8 Abiclogen Layout Challenge, Ibadan",,,NHIA directory code OY/0195/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0195/P
nhia_hcp_1396,Association for Reproductive and Family Health,hospital,Oyo,,,oyo,,,NHIA directory code OY/0534/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0534/P
nhia_hcp_1397,AYO HOSPITAL,hospital,Oyo,,,"PREMIUM HOUSE ANNEX, MAGAZINE ROAD, JERICHO, IBADAN",,,NHIA directory code OY/0246/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0246/P
nhia_hcp_1398,Ayofunmi Hospital and Maternity,clinic,Oyo,,,"43 Polytechnic Road, Sango,",,,NHIA directory code OY/0426/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0426/P
nhia_hcp_1399,Ayokemi Hospital & ultrasound centre,hospital,Oyo,,,,,,NHIA directory code OY/0516/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0516/P
nhia_hcp_1400,Badejoko Memorial Hospital,hospital,Oyo,,,,,,NHIA directory code OY/0005/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0005/P
nhia_hcp_1401,Banby Specialist Hospital,hospital,Oyo,,,"Plot 11, Blk XLII, Akobo Estate, Olorunda-Abaa Rd, Ibadan,",,,NHIA directory code OY/0263/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0263/P
nhia_hcp_1402,Baptist Hospital,hospital,Oyo,,,"Oyo, Ibadan",,,NHIA directory code OY/0083/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0083/P
nhia_hcp_1403,"Baptist Medical Centre, Ogbomoso",clinic,Oyo,,,"Ogbomosho, Oyo State",,,NHIA directory code OY/0242/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0242/P
nhia_hcp_1404,"Baptist Medical Centre, Saki",clinic,Oyo,,,"Ajegunle Area, Saki, Oyo State",,,NHIA directory code OY/0183/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0183/P
nhia_hcp_1405,BEST WESTERN HOSPITAL,hospital,Oyo,,,,,,NHIA directory code OY/0953/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0953/P
nhia_hcp_1406,BETA LIFE HOSPITAL,hospital,Oyo,,,"6 ADEGBITE STREET, AGBOWO, UNIVERSITY OF IBADAN, OYO STATE.",,,NHIA directory code OY/0405/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0405/P
nhia_hcp_1407,Beta-Life Hospital,hospital,Oyo,,,"3, Odutola Street, Off Imalefafia Street, Obafemi Awolowo Way, Oke-Ado, Ibadan.",,,NHIA directory code OY/0077/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0077/P
nhia_hcp_1408,Bethel Specialist Hospital,hospital,Oyo,,,"47, Awolowo Avenue, Old Bodiya Estate, Ibadan, Oyo State",,,NHIA directory code OY/0254/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0254/P
nhia_hcp_1409,BISMO MEDICAL CENTRE,clinic,Oyo,,,"AYEGUN-OLOMO ROAD, ARIJO, APETE, IBADAN, OYO STATE",,,NHIA directory code OY/0550/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0550/P
nhia_hcp_1410,"Catholic Hospital, Oluyoro",hospital,Oyo,,,"Oluyoro, Ibadan, Oyo State",,,NHIA directory code OY/0250/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0250/P
nhia_hcp_1411,Chrisbo Medical Centre,clinic,Oyo,,,"House 11, Plot 1, Phase III, Bashorun Estate, Akobo, Ibadan",,,NHIA directory code OY/0345/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0345/P
nhia_hcp_1412,Christ Hope Hospital and Maternity,clinic,Oyo,,,"59 Ijaye Road, Moniya, Ibadan",,,NHIA directory code OY/0413/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0413/P
nhia_hcp_1413,Christus Special Hospital,hospital,Oyo,,,"Zion Building, Kayode Obembe, Crescent, New Ire Road, Ibadan",,,NHIA directory code OY/0015/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0015/P
nhia_hcp_1414,Comfort Medical Centre,clinic,Oyo,,,"10, Lakanmi Close to Toatle Garden, Ibadan",,,NHIA directory code OY/0264/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0264/P
nhia_hcp_1415,Continental Medical Centre,clinic,Oyo,,,"S7/998A Engineer Adebajo Oshinbowale Close,Opp. Globacom House, Elewura Bus Stop, Challenge Ibadan.",,,NHIA directory code OY/0212/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0212/P
nhia_hcp_1416,Cottage Hospital/Comprehensive Health Centre,clinic,Oyo,,,"Oyo Police Command, Ibadan, Oyo State",,,NHIA directory code OY/0188/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0188/P
nhia_hcp_1417,CROWN HOSPITAL,hospital,Oyo,,,"SW 9/1147A AGBAJE B/STOP, ORITA CHALLENGE,IBADAN",,,NHIA directory code OY/0279/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0279/P
nhia_hcp_1418,Delight hospital & fertility centre,hospital,Oyo,,,"No1,emmanuel close,tomon sheet,bolumole Area",,,NHIA directory code OY/0502/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,OY/0502/P
